DBN,ATTN_DATE_YMD,ATTN_PCT,LOC_CODE,SCHOOL_NAME,Borough,DistrictCode
12X286,20171122,87.14,X286,FANNIE LOU HAMER MIDDLE SCHOOL,X,12
12X300,20171122,87.23,X300,THE SCHOOL OF SCIENCE AND APPLIED LEARNI,X,12
12X314,20171122,84.59,X314,FAIRMONT NEIGHBORHOOD SCHOOL,X,12
12X316,20171122,88.68,X316,KAPPA III,X,12
12X318,20171122,88.97,X318,"I.S. X318 MATH, SCIENCE TECHNOLOGY THR",X,12
12X321,20171122,54.26,X321,CROTONA ACADEMY HIGH SCHOOL,X,12
12X341,20171122,87.41,X341,ACCION ACADEMY,X,12
12X372,20171122,78.49,X372,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSE,X,12
12X383,20171122,75.76,X383,EMOLIOR ACADEMY,X,12
12X384,20171122,92.3,X384,ENTRADA ACADEMY,X,12
12X388,20171122,84.84,X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL A,X,12
12X446,20171122,44.75,X446,ARTURO A. SCHOMBURG SATELLITE ACADEMY BR,X,12
12X458,20171122,-1,X458,SAMARA COMMUNITY SCHOOL,X,12
12X463,20171122,84.96,X463,URBAN SCHOLARS COMMUNITY SCHOOL,X,12
12X478,20171122,59.93,X478,THE CINEMA SCHOOL,X,12
12X479,20171122,63.35,X479,BRONX CAREER AND COLLEGE PREPARATORY HIG,X,12
12X480,20171122,28.82,X480,BRONX REGIONAL HIGH SCHOOL,X,12
12X511,20171122,76.45,X511,BRONX ENVISION ACADEMY,X,12
12X521,20171122,66.58,X521,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,X,12
12X531,20171122,85.17,X531,ARCHER ELEMENTARY SCHOOL,X,12
12X536,20171122,83.64,X536,P.S. 536,X,12
12X550,20171122,65.36,X550,HIGH SCHOOL OF WORLD CULTURES,X,12
12X682,20171122,63.84,X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,X,12
12X684,20171122,56.37,X684,WINGS ACADEMY,X,12
12X691,20171122,89.96,X691,BRONX LITTLE SCHOOL,X,12
13K003,20171122,85.12,K003,P.S. 003 THE BEDFORD VILLAGE,K,13
13K008,20171122,84.66,K008,P.S. 008 ROBERT FULTON,K,13
13K009,20171122,82,K009,P.S. 009 TEUNIS G. BERGEN,K,13
13K011,20171122,85.97,K011,P.S. 011 PURVIS J. BEHAN,K,13
13K020,20171122,81.26,K020,P.S. 020 CLINTON HILL,K,13
13K044,20171122,78.41,K044,P.S. 044 MARCUS GARVEY,K,13
13K046,20171122,79.85,K046,P.S. 046 EDWARD C. BLUM,K,13
13K054,20171122,79.04,K054,P.S. 054 SAMUEL C. BARNES,K,13
13K056,20171122,82.24,K056,P.S. 056 LEWIS H. LATIMER,K,13
13K067,20171122,76.92,K067,P.S. 067 CHARLES A. DORSEY,K,13
13K093,20171122,80.5,K093,P.S. 093 WILLIAM H. PRESCOTT,K,13
13K113,20171122,83,K113,M.S. 113 RONALD EDMONDS LEARNING CENTER,K,13
13K133,20171122,81.98,K133,P.S. 133 WILLIAM A. BUTLER,K,13
13K256,20171122,78.69,K256,P.S. 256 BENJAMIN BANNEKER,K,13
13K265,20171122,70.21,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,K,13
13K266,20171122,77.5,K266,M.S. K266 PARK PLACE COMMUNITY MIDDLE,K,13
13K270,20171122,77.14,K270,P.S. 270 JOHANN DEKALB,K,13
13K282,20171122,83.91,K282,P.S. 282 PARK SLOPE,K,13
13K287,20171122,76.92,K287,P.S. 287 BAILEY K. ASHFORD,K,13
13K301,20171122,100,K301,SATELLITE EAST MIDDLE SCHOOL,K,13
13K305,20171122,76.81,K305,P.S. 305 DR. PETER RAY,K,13
13K307,20171122,80.7,K307,P.S. 307 DANIEL HALE WILLIAMS,K,13
13K313,20171122,92,K313,DOCK STREET SCHOOL FOR STEAM STUDIES,K,13
13K350,20171122,52.29,K350,URBAN ASSEMBLY SCHOOL FOR MUSIC AND ART,K,13
13K351,20171122,82.78,K351,THE URBAN ASSEMBLY UNISON SCHOOL,K,13
13K412,20171122,68.07,K412,BROOKLYN COMMUNITY ARTS MEDIA HIGH SCH,K,13
13K419,20171122,-1,K419,SCIENCE SKILLS CENTER HIGH SCHOOL FOR SC,K,13
13K430,20171122,95.78,K430,BROOKLYN TECHNICAL HIGH SCHOOL,K,13
13K439,20171122,81.99,K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,K,13
13K483,20171122,82.1,K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JU,K,13
13K492,20171122,87.25,K492,ACADEMY OF ARTS AND LETTERS,K,13
13K499,20171122,43.29,K499,ACORN COMMUNITY HIGH SCHOOL,K,13
13K527,20171122,75.68,K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCI,K,13
13K553,20171122,51.92,K553,BROOKLYN ACADEMY HIGH SCHOOL,K,13
13K575,20171122,42.96,K575,BEDFORD STUYVESANT PREPARATORY HIGH SCHO,K,13
13K595,20171122,86.22,K595,BEDFORD ACADEMY HIGH SCHOOL,K,13
13K605,20171122,75.06,K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL,K,13
13K616,20171122,45.89,K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND,K,13
13K670,20171122,82.08,K670,BENJAMIN BANNEKER ACADEMY,K,13
13K674,20171122,73.87,K674,CITY POLYTECHNIC HIGH SCHOOL OF ENGINEER,K,13
13K691,20171122,84.31,K691,FORT GREENE PREPARATORY ACADEMY,K,13
13K869,20171122,71.42,K869,DISTRICT 13 PRE K CENTER,K,13
14K016,20171122,88.78,K016,P.S. 016 LEONARD DUNKLY,K,14
14K017,20171122,88.72,K017,P.S. 017 HENRY D. WOODWORTH,K,14
14K018,20171122,83.24,K018,P.S. 018 EDWARD BUSH,K,14
14K023,20171122,75.52,K023,P.S. 023 CARTER G. WOODSON,K,14
14K031,20171122,84.71,K031,P.S. 031 SAMUEL F. DUPONT,K,14
14K034,20171122,89.37,K034,P.S. 034 OLIVER H. PERRY,K,14
14K050,20171122,86.55,K050,J.H.S. 050 JOHN D. WELLS,K,14
14K059,20171122,82.33,K059,P.S. 059 WILLIAM FLOYD,K,14
14K071,20171122,79.59,K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,K,14
14K084,20171122,84.44,K084,P.S. 084 JOSE DE DIEGO,K,14
14K110,20171122,83.9,K110,P.S. 110 THE MONITOR,K,14
14K120,20171122,89.83,K120,P.S. 120 CARLOS TAPIA,K,14
14K126,20171122,85.37,K126,JOHN ERICSSON MIDDLE SCHOOL 126,K,14
14K132,20171122,87.81,K132,P.S. 132 THE CONSELYEA SCHOOL,K,14
14K147,20171122,85.55,K147,P.S. 147 ISAAC REMSEN,K,14
14K157,20171122,88.33,K157,P.S. I.S. 157 THE BENJAMIN FRANKLIN HEAL,K,14
14K196,20171122,86.47,K196,P.S. 196 TEN EYCK,K,14
14K250,20171122,86.7,K250,P.S. 250 GEORGE H. LINDSAY,K,14
14K257,20171122,88.33,K257,P.S. 257 JOHN F. HYLAN,K,14
14K297,20171122,84.23,K297,P.S. 297 ABRAHAM STOCKTON,K,14
14K318,20171122,89.8,K318,I.S. 318 EUGENIO MARIA DE HOSTOS,K,14
14K319,20171122,87.4,K319,P.S. 319,K,14
14K380,20171122,89.83,K380,P.S. 380 JOHN WAYNE ELEMENTARY,K,14
14K414,20171122,84.03,K414,BROOKLYN ARBOR ELEMENTARY SCHOOL,K,14
14K449,20171122,94.22,K449,"BROOKLYN LATIN SCHOOL, THE",K,14
14K454,20171122,70.07,K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND,K,14
14K474,20171122,65.68,K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CA,K,14
14K477,20171122,61.83,K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,K,14
14K478,20171122,71.46,K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS",K,14
14K488,20171122,63.93,K488,BROOKLYN PREPARATORY HIGH SCHOOL,K,14
14K558,20171122,86.98,K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTUR,K,14
14K561,20171122,79.91,K561,WILLIAMSBURG PREPARATORY SCHOOL,K,14
14K577,20171122,97.81,K577,CONSELYEA PREPARATORY SCHOOL,K,14
14K582,20171122,85.44,K582,M.S. 582,K,14
14K586,20171122,76.01,K586,LYONS COMMUNITY SCHOOL,K,14
14K610,20171122,64.23,K610,AUTOMOTIVE HIGH SCHOOL,K,14
14K614,20171122,80.56,K614,YOUNG WOMEN S LEADERSHIP SCHOOL OF BROOK,K,14
14K685,20171122,67.5,K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,K,14
15K001,20171122,92.25,K001,P.S. 001 THE BERGEN,K,15
15K010,20171122,86.5,K010,"MAGNET SCHOOL OF MATH, SCIENCE AND DESIG",K,15
15K015,20171122,82.73,K015,P.S. 015 PATRICK F. DALY,K,15
15K024,20171122,94.84,K024,P.S. 024,K,15
15K029,20171122,80,K029,P.S. 029 JOHN M. HARRIGAN,K,15
15K032,20171122,83.39,K032,P.S. 032 SAMUEL MILLS SPROLE,K,15
15K038,20171122,81.38,K038,P.S. 038 THE PACIFIC,K,15
15K039,20171122,86.58,K039,P.S. 039 HENRY BRISTOW,K,15
15K051,20171122,92.32,K051,M.S. 51 WILLIAM ALEXANDER,K,15
15K058,20171122,82.91,K058,P.S. 058 THE CARROLL,K,15
15K088,20171122,92.06,K088,J.H.S. 088 PETER ROUGET,K,15
15K094,20171122,96.94,K094,P.S. 094 THE HENRY LONGFELLOW,K,15
15K107,20171122,86.47,K107,P.S. 107 JOHN W. KIMBALL,K,15
15K118,20171122,85.15,K118,THE MAURICE SENDAK COMMUNITY SCHOOL,K,15
15K124,20171122,88.95,K124,P.S. 124 SILAS B. DUTCHER,K,15
15K130,20171122,87.43,K130,P.S. 130 THE PARKSIDE,K,15
15K131,20171122,96,K131,P.S. 131 BROOKLYN,K,15
15K136,20171122,93.78,K136,I.S. 136 CHARLES O. DEWEY,K,15
15K146,20171122,84.4,K146,"THE BROOKLYN NEW SCHOOL, P.S. 146",K,15
15K154,20171122,87.71,K154,THE WINDSOR TERRACE SCHOOL,K,15
15K169,20171122,96.8,K169,P.S. 169 SUNSET PARK,K,15
15K172,20171122,92.91,K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,K,15
15K230,20171122,92.89,K230,P.S. 230 DORIS L. COHEN,K,15
15K261,20171122,82.23,K261,P.S. 261 PHILIP LIVINGSTON,K,15
15K295,20171122,90.28,K295,P.S. 295,K,15
15K321,20171122,85.13,K321,P.S. 321 WILLIAM PENN,K,15
15K418,20171122,84.09,K418,THE CHILDREN S SCHOOL,,
15K423,20171122,64.45,K423,BROOKLYN FRONTIERS HIGH SCHOOL,K,15
15K429,20171122,84.87,K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH,K,15
15K442,20171122,85.35,K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNO,K,15
15K443,20171122,91.68,K443,NEW VOICES SCHOOL OF ACADEMIC CREATIVE,K,15
15K447,20171122,91.25,K447,THE MATH SCIENCE EXPLORATORY SCHOOL,K,15
15K448,20171122,76.38,K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORAT,K,15
15K462,20171122,68.56,K462,JOHN JAY SCHOOL FOR LAW,K,15
15K463,20171122,63.22,K463,SECONDARY SCHOOL FOR JOURNALISM,K,15
15K464,20171122,79.72,K464,PARK SLOPE COLLEGIATE,K,15
15K497,20171122,78.33,K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL,K,15
15K516,20171122,92.32,K516,SUNSET PARK AVENUES ELEMENTARY SCHOOL,K,15
15K519,20171122,56.36,K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,K,15
15K529,20171122,-1,K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,K,15
15K592,20171122,77.94,K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,K,15
15K656,20171122,79.23,K656,BROOKLYN HIGH SCHOOL OF THE ARTS,K,15
15K667,20171122,83.8,K667,SUNSET PARK HIGH SCHOOL,K,15
15K676,20171122,85.05,K676,RED HOOK NEIGHBORHOOD SCHOOL,K,15
15K684,20171122,93.6,K684,MILLENNIUM BROOKLYN HS,K,15
15K698,20171122,-1,K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,K,15
15K767,20171122,76.36,K767,THE LITTLE BROOKLYN PRE K CENTER,K,15
15K821,20171122,94.84,K821,SUNSET PARK PREP,K,15
15K839,20171122,88.88,K839,M.S. 839,K,15
15K863,20171122,75.46,K863,PRE K CENTER AT BISHOP FORD SCHOOL SITE,K,15
16K005,20171122,76.58,K005,P.S. 005 DR. RONALD MCNAIR,K,16
16K021,20171122,84.81,K021,P.S. 021 CRISPUS ATTUCKS,K,16
16K025,20171122,67.64,K025,P.S. 025 EUBIE BLAKE SCHOOL,K,16
16K026,20171122,80.53,K026,P.S. 026 JESSE OWENS,K,16
16K028,20171122,76.29,K028,P.S. 028 THE WARREN PREP ACADEMY,K,16
16K035,20171122,81.14,K035,M.S. 035 STEPHEN DECATUR,K,16
16K040,20171122,85.12,K040,P.S. 040 GEORGE W. CARVER,K,16
16K057,20171122,86.36,K057,J.H.S. 057 WHITELAW REID,K,16
16K081,20171122,74.22,K081,P.S. 081 THADDEUS STEVENS,K,16
16K243,20171122,83.62,K243,P.S. 243K THE WEEKSVILLE SCHOOL,K,16
16K262,20171122,77.27,K262,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMEN,K,16
16K267,20171122,71.42,K267,"M.S. 267 MATH, SCIENCE TECHNOLOGY",K,16
16K308,20171122,66.07,K308,P.S. 308 CLARA CARDWELL,K,16
16K309,20171122,84.68,K309,P.S. 309 THE GEORGE E. WIBECAN PREPARATO,K,16
16K335,20171122,-1,K335,P.S. 335 GRANVILLE T. WOODS,K,16
16K455,20171122,57.27,K455,BOYS AND GIRLS HIGH SCHOOL,K,16
16K498,20171122,-1,K498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOL,K,16
16K594,20171122,64.45,K594,GOTHAM PROFESSIONAL ARTS ACADEMY,K,16
16K627,20171122,55.04,K627,BRIGHTER CHOICE COMMUNITY SCHOOL,K,16
16K628,20171122,86.84,K628,BROOKLYN BROWNSTONE SCHOOL,K,16
16K669,20171122,-1,K669,RESEARCH AND SERVICE HIGH SCHOOL,K,16
16K681,20171122,78.75,K681,MADIBA PREP MIDDLE SCHOOL,K,16
16K688,20171122,65.44,K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,K,16
16K765,20171122,59.39,K765,NELSON MANDELA HIGH SCHOOL,K,16
17K002,20171122,84.89,K002,PARKSIDE PREPARATORY ACADEMY,K,17
17K006,20171122,84.93,K006,NORMA ADAMS CLEMONS ACADEMY,K,17
17K012,20171122,81.07,K012,DR. JACQUELINE PEEK DAVIS SCHOOL,K,17
17K061,20171122,72,K061,M.S. 061 DR. GLADSTONE H. ATWELL,K,17
17K091,20171122,80.91,K091,P.S. 091 THE ALBANY AVENUE SCHOOL,K,17
17K092,20171122,81.39,K092,P.S. 092 ADRIAN HEGEMAN,K,17
17K122,20171122,52.51,K122,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIG,K,17
17K138,20171122,81.78,K138,P.S. 138 BROOKLYN,K,17
17K161,20171122,85.01,K161,P.S. 161 THE CROWN,K,17
17K181,20171122,84.46,K181,P.S. 181 BROOKLYN,K,17
17K189,20171122,87.16,K189,P.S. 189 THE BILINGUAL CENTER,K,17
17K191,20171122,80.23,K191,P.S. 191 PAUL ROBESON,K,17
17K221,20171122,78.87,K221,P.S. 221 TOUSSAINT L OUVERTURE,K,17
17K241,20171122,86.01,K241,P.S. 241 EMMA L. JOHNSTON,K,17
17K246,20171122,82.42,K246,M.S. 246 WALT WHITMAN,K,17
17K249,20171122,93.77,K249,P.S. 249 THE CATON,K,17
17K289,20171122,63.63,K289,P.S. 289 GEORGE V. BROWER,K,17
17K316,20171122,86.61,K316,P.S. 316 ELIJAH STROUD,K,17
17K340,20171122,83.4,K340,I.S. 340,K,17
17K352,20171122,81.54,K352,EBBETS FIELD MIDDLE SCHOOL,K,17
17K353,20171122,79.31,K353,ELIJAH STROUD MIDDLE SCHOOL,K,17
17K354,20171122,85.49,K354,THE SCHOOL OF INTEGRATED LEARNING,K,17
17K375,20171122,87.23,K375,P.S. 375 JACKIE ROBINSON SCHOOL,K,17
17K382,20171122,77.41,K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,K,17
17K394,20171122,81.08,K394,M.S. K394,K,17
17K397,20171122,90.25,K397,P.S. 397 FOSTER LAURIE,K,17
17K398,20171122,82.88,K398,P.S. 398 WALTER WEAVER,K,17
17K399,20171122,79.64,K399,P.S. 399 STANLEY EUGENE CLARK,K,17
17K408,20171122,63.76,K408,ACADEMY OF HOSPITALITY AND TOURISM,K,17
17K484,20171122,86.16,K484,RONALD EDMONDS LEARNING CENTER II,K,17
17K489,20171122,36.36,K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,K,17
17K524,20171122,72.09,K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HE,K,17
17K528,20171122,73.8,K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,K,17
17K531,20171122,70.5,K531,"SCHOOL FOR HUMAN RIGHTS, THE",K,17
17K532,20171122,81.64,K532,NEW BRIDGES ELEMENTARY,K,17
17K537,20171122,55.87,K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVE,K,17
17K539,20171122,64.38,K539,HIGH SCHOOL FOR SERVICE LEARNING AT ER,K,17
17K543,20171122,87.22,K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY C",K,17
17K546,20171122,90.48,K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES O,K,17
17K547,20171122,83.6,K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVI,K,17
17K548,20171122,61.37,K548,BROOKLYN SCHOOL FOR MUSIC THEATRE,K,17
17K568,20171122,51.26,K568,BROWNSVILLE ACADEMY HIGH SCHOOL,K,17
17K590,20171122,87.67,K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,K,17
17K600,20171122,67.98,K600,CLARA BARTON HIGH SCHOOL,K,17
17K705,20171122,84.67,K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCH,K,17
17K722,20171122,84.25,K722,NEW HEIGHTS MIDDLE SCHOOL,K,17
17K745,20171122,78.79,K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,K,17
17K751,20171122,76.6,K751,ACADEMY FOR HEALTH CAREERS,K,17
17K770,20171122,86.11,K770,P.S. 770 NEW AMERICAN ACADEMY,K,17
18K066,20171122,87.45,K066,P.S. 66,K,18
18K068,20171122,84.11,K068,I.S. 068 ISAAC BILDERSEE,K,18
18K114,20171122,84.55,K114,P.S. 114 RYDER ELEMENTARY,K,18
18K115,20171122,88.69,K115,P.S. 115 DANIEL MUCATEL SCHOOL,K,18
18K135,20171122,89.15,K135,P.S. 135 SHELDON A. BROOKNER,K,18
18K208,20171122,85,K208,P.S. 208 ELSA EBELING,K,18
18K211,20171122,82.46,K211,I.S. 211 JOHN WILSON,K,18
18K219,20171122,83.95,K219,P.S. 219 KENNEDY KING,K,18
18K233,20171122,85.62,K233,P.S. 233 LANGSTON HUGHES,K,18
18K235,20171122,90.03,K235,P.S. 235 JANICE MARIE KNIGHT SCHOOL,K,18
18K244,20171122,87.92,K244,P.S. 244 RICHARD R. GREEN,K,18
18K268,20171122,80.77,K268,P.S. 268 EMMA LAZARUS,K,18
18K272,20171122,82.59,K272,P.S. 272 CURTIS ESTABROOK,K,18
18K276,20171122,90.33,K276,P.S. 276 LOUIS MARSHALL,K,18
18K279,20171122,85.53,K279,P.S. 279 HERMAN SCHREIBER,K,18
18K285,20171122,76.42,K285,I.S. 285 MEYER LEVIN,K,18
18K366,20171122,83.83,K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,K,18
18K563,20171122,75.55,K563,IT TAKES A VILLAGE ACADEMY,K,18
18K566,20171122,67.52,K566,BROOKLYN GENERATION SCHOOL,K,18
18K567,20171122,68.13,K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,K,18
18K569,20171122,81.19,K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,K,18
18K576,20171122,69.65,K576,VICTORY COLLEGIATE HIGH SCHOOL,K,18
18K578,20171122,35.64,K578,BROOKLYN BRIDGE ACADEMY,K,18
18K581,20171122,93.84,K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,K,18
18K588,20171122,80.22,K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,K,18
18K598,20171122,84.21,K598,MIDDLE SCHOOL OF MARKETING AND LEGAL STU,K,18
18K617,20171122,73.33,K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISIN,K,18
18K629,20171122,68.23,K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENC,K,18
18K633,20171122,80.42,K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS,K,18
18K635,20171122,42.71,K635,OLYMPUS ACADEMY,K,18
18K637,20171122,63.28,K637,ACADEMY FOR CONSERVATION AND THE ENVIRON,K,18
18K642,20171122,74.28,K642,URBAN ACTION ACADEMY,K,18
18K673,20171122,60.2,K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,K,18
18K763,20171122,84.04,K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,K,18
19K007,20171122,90.56,K007,P.S. 007 ABRAHAM LINCOLN,K,19
19K013,20171122,81.68,K013,P.S. 013 ROBERTO CLEMENTE,K,19
19K065,20171122,90.56,K065,P.S. 065,K,19
19K089,20171122,93.46,K089,P.S. 089 CYPRESS HILLS,K,19
19K108,20171122,89.93,K108,P.S. 108 SAL ABBRACCIAMENTO,K,19
19K149,20171122,80.49,K149,P.S. 149 DANNY KAYE,K,19
19K158,20171122,84.77,K158,P.S. 158 WARWICK,K,19
19K159,20171122,88.49,K159,P.S. 159 ISAAC PITKIN,K,19
19K171,20171122,90.11,K171,I.S. 171 ABRAHAM LINCOLN,K,19
19K190,20171122,84.94,K190,P.S. 190 SHEFFIELD,K,19
19K202,20171122,75.28,K202,P.S. 202 ERNEST S. JENKYNS,K,19
19K213,20171122,79.57,K213,P.S. 213 NEW LOTS,K,19
19K214,20171122,90.54,K214,P.S. 214 MICHAEL FRIEDSAM,K,19
19K218,20171122,76.44,K218,J.H.S. 218 JAMES P. SINNOTT,K,19
19K224,20171122,78.5,K224,P.S. 224 HALE A. WOODRUFF,K,19
19K273,20171122,79.35,K273,P.S. 273 WORTMAN,K,19
19K290,20171122,89.03,K290,P.S. 290 JUAN MOREL CAMPOS,K,19
19K292,20171122,80.88,K292,J.H.S. 292 MARGARET S. DOUGLAS,K,19
19K306,20171122,79.45,K306,P.S. 306 ETHAN ALLEN,K,19
19K325,20171122,83.72,K325,THE FRESH CREEK SCHOOL,K,19
19K328,20171122,80.42,K328,P.S. 328 PHYLLIS WHEATLEY,K,19
19K345,20171122,83.14,K345,P.S. 345 PATROLMAN ROBERT BOLDEN,K,19
19K346,20171122,86.76,K346,P.S. 346 ABE STARK,K,19
19K364,20171122,79.26,K364,I.S. 364 GATEWAY,K,19
19K404,20171122,78.86,K404,ACADEMY FOR YOUNG WRITERS,K,19
19K409,20171122,82.18,K409,EAST NEW YORK FAMILY ACADEMY,K,19
19K422,20171122,79.23,K422,SPRING CREEK COMMUNITY SCHOOL,K,19
19K452,20171122,85.16,K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE S,K,19
19K502,20171122,60.84,K502,FDNY CAPTAIN VERNON A. RICHARDS HIGH S,K,19
19K504,20171122,59.77,K504,HIGH SCHOOL FOR CIVIL RIGHTS,K,19
19K507,20171122,57.36,K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHO,K,19
19K510,20171122,66.53,K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,K,19
19K557,20171122,79.1,K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,K,19
19K583,20171122,88.16,K583,MULTICULTURAL HIGH SCHOOL,K,19
19K615,20171122,74.92,K615,TRANSIT TECH CAREER AND TECHNICAL EDUCAT,K,19
19K618,20171122,70.12,K618,ACADEMY OF INNOVATIVE TECHNOLOGY,K,19
19K639,20171122,66.75,K639,BROOKLYN LAB SCHOOL,K,19
19K654,20171122,81.29,K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,K,19
19K659,20171122,71.42,K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCH,K,19
19K660,20171122,58.08,K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCA,K,19
19K661,20171122,92.32,K661,VISTA ACADEMY,K,19
19K662,20171122,82.6,K662,LIBERTY AVENUE MIDDLE SCHOOL,K,19
19K663,20171122,82.17,K663,SCHOOL OF THE FUTURE BROOKLYN,K,19
19K677,20171122,81.68,K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCEL,K,19
19K678,20171122,86.34,K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENC,K,19
19K683,20171122,65.2,K683,THE SCHOOL FOR CLASSICS: AN ACADEMY OF T,K,19
19K760,20171122,85.48,K760,HIGHLAND PARK COMMUNITY SCHOOL,K,19
19K764,20171122,77.81,K764,THE URBAN ASSEMBLY SCHOOL FOR COLLABORAT,K,19
20K030,20171122,93.75,K030,P.S. I.S. 30 MARY WHITE OVINGTON,K,20
20K048,20171122,93.95,K048,P.S. 048 MAPLETON,K,20
20K062,20171122,86.15,K062,J.H.S. 062 DITMAS,K,20
20K069,20171122,98.33,K069,P.S. 69 VINCENT D. GRIPPO SCHOOL,K,20
