DBN,ATTN_DATE_YMD,ATTN_PCT,LOC_CODE,SCHOOL_NAME,Borough,DistrictCode
20K102,20171122,94.13,K102,P.S. 102 THE BAYVIEW,K,20
20K104,20171122,92.58,K104,P.S. I.S. 104 THE FORT HAMILTON SCHOOL,K,20
20K105,20171122,98.53,K105,P.S. 105 THE BLYTHEBOURNE,K,20
20K112,20171122,95.4,K112,P.S. 112 LEFFERTS PARK,K,20
20K127,20171122,93.69,K127,P.S. 127 MCKINLEY PARK,K,20
20K160,20171122,97.63,K160,P.S. 160 WILLIAM T. SAMPSON,K,20
20K163,20171122,91.65,K163,P.S. 163 BATH BEACH,K,20
20K164,20171122,95.35,K164,P.S. 164 CAESAR RODNEY,K,20
20K170,20171122,95.35,K170,RALPH A. FABRIZIO SCHOOL,K,20
20K176,20171122,96.92,K176,P.S. 176 OVINGTON,K,20
20K179,20171122,94.49,K179,P.S. 179 KENSINGTON,K,20
20K180,20171122,95.59,K180,THE SEEALL ACADEMY,K,20
20K185,20171122,90.95,K185,P.S. 185 WALTER KASSENBROCK,K,20
20K186,20171122,93.99,K186,P.S. 186 DR. IRVING A GLADSTONE,K,20
20K187,20171122,98.28,K187,THE CHRISTA MCAULIFFE SCHOOL I.S. 187,K,20
20K192,20171122,94.11,K192,P.S. 192 THE MAGNET SCHOOL FOR MATH AN,K,20
20K200,20171122,94.09,K200,P.S. 200 BENSON SCHOOL,K,20
20K201,20171122,96.71,K201,J.H.S. 201 THE DYKER HEIGHTS,K,20
20K204,20171122,96.52,K204,P.S. 204 VINCE LOMBARDI,K,20
20K205,20171122,96.16,K205,P.S. 205 CLARION,K,20
20K220,20171122,96.11,K220,J.H.S. 220 JOHN J. PERSHING,K,20
20K223,20171122,96.4,K223,J.H.S. 223 THE MONTAUK,K,20
20K227,20171122,96.15,K227,J.H.S. 227 EDWARD B. SHALLOW,K,20
20K229,20171122,95.34,K229,P.S. 229 DYKER,K,20
20K247,20171122,93.63,K247,P.S. 247 BROOKLYN,K,20
20K259,20171122,95.03,K259,J.H.S. 259 WILLIAM MCKINLEY,K,20
20K264,20171122,93.4,K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR,K,20
20K310,20171122,98.53,K310,THE SCHOOL FOR FUTURE LEADERS,K,20
20K445,20171122,77.13,K445,NEW UTRECHT HIGH SCHOOL,K,20
20K485,20171122,84.92,K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AN,K,20
20K490,20171122,82.27,K490,FORT HAMILTON HIGH SCHOOL,K,20
20K503,20171122,93.19,K503,P.S. 503: THE SCHOOL OF DISCOVERY,K,20
20K505,20171122,75.97,K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,K,20
20K506,20171122,94.05,K506,P.S. 506: THE SCHOOL OF JOURNALISM TEC,K,20
20K609,20171122,89.6,K609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTI,K,20
20K682,20171122,90.74,K682,THE ACADEMY OF TALENTED SCHOLARS,K,20
20K686,20171122,91.16,K686,BROOKLYN SCHOOL OF INQUIRY,K,20
20K748,20171122,96.7,K748,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHO,K,20
20K768,20171122,88.38,K768,DISTRICT 20 PRE K CENTER,K,20
20K971,20171122,94.45,K971,"SCHOOL OF MATH, SCIENCE, AND HEALTHY LIV",K,20
21K090,20171122,88.54,K090,P.S. 90 EDNA COHEN SCHOOL,K,21
21K095,20171122,94.06,K095,P.S. 095 THE GRAVESEND,K,21
21K096,20171122,91.51,K096,I.S. 096 SETH LOW,K,21
21K097,20171122,96.41,K097,P.S. 97 THE HIGHLAWN,K,21
21K098,20171122,94.56,K098,I.S. 98 BAY ACADEMY,K,21
21K099,20171122,90.96,K099,P.S. 099 ISAAC ASIMOV,K,21
21K100,20171122,91.24,K100,P.S. 100 THE CONEY ISLAND SCHOOL,K,21
21K101,20171122,96.55,K101,P.S. 101 THE VERRAZANO,K,21
21K121,20171122,96.42,K121,P.S. 121 NELSON A. ROCKEFELLER,K,21
21K128,20171122,95.45,K128,P.S. 128 BENSONHURST,K,21
21K153,20171122,90.74,K153,P.S. 153 HOMECREST,K,21
21K177,20171122,93.13,K177,P.S. 177 THE MARLBORO,K,21
21K188,20171122,82.87,K188,P.S. 188 MICHAEL E. BERDY,K,21
21K199,20171122,90.27,K199,P.S. 199 FREDERICK WACHTEL,K,21
21K209,20171122,94.72,K209,P.S. 209 MARGARET MEAD,K,21
21K212,20171122,87.66,K212,P.S. 212 LADY DEBORAH MOODY,K,21
21K215,20171122,92.37,K215,P.S. 215 MORRIS H. WEISS,K,21
21K216,20171122,91.43,K216,P.S. 216 ARTURO TOSCANINI,K,21
21K225,20171122,92.33,K225,P.S. K225 THE EILEEN E. ZAGLIN,K,21
21K226,20171122,95.24,K226,P.S. 226 ALFRED DE B.MASON,K,21
21K228,20171122,94.12,K228,I.S. 228 DAVID A. BOODY,K,21
21K238,20171122,91.48,K238,P.S. 238 ANNE SULLIVAN,K,21
21K239,20171122,92.72,K239,MARK TWAIN I.S. 239 FOR THE GIFTED TAL,K,21
21K253,20171122,93.68,K253,P.S. 253,K,21
21K281,20171122,94.21,K281,I.S. 281 JOSEPH B CAVALLARO,K,21
21K288,20171122,81.46,K288,P.S. 288 THE SHIRLEY TANYHILL,K,21
21K303,20171122,87.73,K303,I.S. 303 HERBERT S. EISENBERG,K,21
21K329,20171122,78.7,K329,P.S. 329 SURFSIDE,K,21
21K337,20171122,87.86,K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,K,21
21K344,20171122,67.08,K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL ST,K,21
21K348,20171122,62.08,K348,HIGH SCHOOL OF SPORTS MANAGEMENT,K,21
21K410,20171122,75.24,K410,ABRAHAM LINCOLN HIGH SCHOOL,K,21
21K468,20171122,81.55,K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,K,21
21K525,20171122,80.45,K525,EDWARD R. MURROW HIGH SCHOOL,K,21
21K540,20171122,73.6,K540,JOHN DEWEY HIGH SCHOOL,K,21
21K559,20171122,79.73,K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MU,K,21
21K572,20171122,77.63,K572,EXPEDITIONARY LEARNING SCHOOL FOR COMMUN,K,21
21K620,20171122,63.29,K620,WILLIAM E. GRADY CAREER AND TECHNICAL ED,K,21
21K690,20171122,82.12,K690,BROOKLYN STUDIO SECONDARY SCHOOL,K,21
21K728,20171122,-1,K728,LIBERATION DIPLOMA PLUS,K,21
21K840,20171122,82.96,K840,BROOKLYN S DAILY DISCOVERY PRE K CENTER,K,21
22K014,20171122,88.59,K014,J.H.S. 014 SHELL BANK,K,22
22K052,20171122,89.35,K052,P.S. 052 SHEEPSHEAD BAY,K,22
22K078,20171122,86.66,K078,J.H.S. 078 ROY H. MANN,K,22
22K109,20171122,84.49,K109,P.S. 109,K,22
22K119,20171122,92.71,K119,P.S. 119 AMERSFORT,K,22
22K134,20171122,95.97,K134,P.S. K134,K,22
22K139,20171122,84.96,K139,P.S. 139 ALEXINE A. FENTY,K,22
22K152,20171122,92.49,K152,SCHOOL OF SCIENCE TECHNOLOGY,K,22
22K193,20171122,93.22,K193,P.S. 193 GIL HODGES,K,22
22K194,20171122,85.88,K194,P.S. 194 RAOUL WALLENBERG,K,22
22K195,20171122,89.62,K195,P.S. 195 MANHATTAN BEACH,K,22
22K197,20171122,93.42,K197,P.S. 197 THE KINGS HIGHWAY ACADEMY,K,22
22K198,20171122,84.49,K198,P.S. 198 BROOKLYN,K,22
22K203,20171122,92.33,K203,P.S. 203 FLOYD BENNETT SCHOOL,K,22
22K206,20171122,94.09,K206,P.S. 206 JOSEPH F LAMB,K,22
22K207,20171122,93.08,K207,P.S. 207 ELIZABETH G. LEARY,K,22
22K217,20171122,90.42,K217,P.S. 217 COLONEL DAVID MARCUS SCHOOL,K,22
22K222,20171122,94.12,K222,P.S. 222 KATHERINE R. SNYDER,K,22
22K234,20171122,92.77,K234,J.H.S. 234 ARTHUR W. CUNNINGHAM,K,22
22K236,20171122,91.83,K236,P.S. 236 MILL BASIN,K,22
22K240,20171122,91.88,K240,ANDRIES HUDDE,K,22
22K245,20171122,-1,K245,P.S. 245,K,22
22K251,20171122,83.17,K251,P.S. 251 PAERDEGAT,K,22
22K254,20171122,92.66,K254,P.S. 254 DAG HAMMARSKJOLD,K,22
22K255,20171122,92.29,K255,P.S. 255 BARBARA REING SCHOOL,K,22
22K269,20171122,88.27,K269,P.S. 269 NOSTRAND,K,22
22K277,20171122,94.52,K277,P.S. 277 GERRITSEN BEACH,K,22
22K278,20171122,91.49,K278,J.H.S. 278 MARINE PARK,K,22
22K312,20171122,91.39,K312,P.S. 312 BERGEN BEACH,K,22
22K315,20171122,90.85,K315,P.S. K315,K,22
22K326,20171122,90.57,K326,P.S. 326,K,22
22K361,20171122,83.15,K361,P.S. 361 EAST FLATBUSH EARLY CHILDHOOD S,K,22
22K381,20171122,91.96,K381,I. S. 381,K,22
22K405,20171122,89.37,K405,MIDWOOD HIGH SCHOOL,K,22
22K425,20171122,86.46,K425,JAMES MADISON HIGH SCHOOL,K,22
22K535,20171122,88.66,K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SC,K,22
22K555,20171122,75.6,K555,BROOKLYN COLLEGE ACADEMY,K,22
22K611,20171122,84.79,K611,ORIGINS HIGH SCHOOL,K,22
22K630,20171122,55.32,K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,K,22
22K853,20171122,79.82,K853,THE JOAN SNOW PRE K CENTER,K,22
22K889,20171122,85.71,K889,P.S. 889,K,22
22K890,20171122,91.37,K890,M.S. 890,K,22
23K041,20171122,80.38,K041,P.S. 041 FRANCIS WHITE,K,23
23K137,20171122,79.86,K137,P.S. I.S. 137 RACHEL JEAN MITCHELL,K,23
23K150,20171122,79.31,K150,P.S. 150 CHRISTOPHER,K,23
23K155,20171122,80.74,K155,P.S. I.S. 155 NICHOLAS HERKIMER,K,23
23K156,20171122,78.74,K156,P.S. 156 WAVERLY,K,23
23K165,20171122,75.67,K165,P.S. 165 IDA POSNER,K,23
23K178,20171122,72.75,K178,P.S. 178 SAINT CLAIR MCKELWAY,K,23
23K184,20171122,77.65,K184,P.S. 184 NEWPORT,K,23
23K284,20171122,81.09,K284,THE GREGORY JOCKO JACKSON SCHOOL OF SPOR,K,23
23K298,20171122,80,K298,P.S. 298 DR. BETTY SHABAZZ,K,23
23K323,20171122,76.63,K323,P.S. I.S. 323,K,23
23K327,20171122,78.83,K327,P.S. 327 DR. ROSE B. ENGLISH,K,23
23K363,20171122,83.62,K363,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,K,23
23K392,20171122,90.2,K392,I.S. 392,K,23
23K401,20171122,75.97,K401,CHRISTOPHER AVENUE COMMUNITY SCHOOL,K,23
23K446,20171122,77.29,K446,RIVERDALE AVENUE COMMUNITY SCHOOL,K,23
23K493,20171122,71.89,K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCH,K,23
23K514,20171122,65.35,K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHO,K,23
23K518,20171122,81.65,K518,KAPPA V KNOWLEDGE AND POWER PREPARATORY,K,23
23K522,20171122,80,K522,MOTT HALL IV,K,23
23K599,20171122,83.12,K599,BROOKLYN LANDMARK ELEMENTARY SCHOOL,K,23
23K643,20171122,33.75,K643,BROOKLYN DEMOCRACY ACADEMY,K,23
23K644,20171122,98.15,K644,EAGLE ACADEMY FOR YOUNG MEN II,K,23
23K646,20171122,41.93,K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,K,23
23K647,20171122,49.54,K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,K,23
23K664,20171122,72.63,K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOO,K,23
23K668,20171122,84.49,K668,RIVERDALE AVENUE MIDDLE SCHOOL,K,23
23K671,20171122,79.79,K671,MOTT HALL BRIDGES ACADEMY,K,23
23K697,20171122,62.3,K697,TEACHERS PREPARATORY HIGH SCHOOL,K,23
24Q005,20171122,96.66,Q005,I.S. 5 THE WALTER CROWLEY INTERMEDIATE,Q,24
24Q007,20171122,95.87,Q007,P.S. 007 LOUIS F. SIMEONE,Q,24
24Q012,20171122,95.99,Q012,P.S. 012 JAMES B. COLGATE,Q,24
24Q013,20171122,95.18,Q013,P.S. 013 CLEMENT C. MOORE,Q,24
24Q014,20171122,93.82,Q014,P.S. 014 FAIRVIEW,Q,24
24Q016,20171122,95.62,Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,Q,24
24Q019,20171122,94.92,Q019,P.S. 019 MARINO JEANTET,Q,24
24Q028,20171122,96.04,Q028,P.S. 28 THE THOMAS EMANUEL EARLY CHILD,Q,24
24Q049,20171122,92.4,Q049,P.S. 049 DOROTHY BONAWIT KOLE,Q,24
24Q058,20171122,96.38,Q058,P.S. 58 THE SCHOOL OF HEROES,Q,24
24Q061,20171122,93.72,Q061,I.S. 061 LEONARDO DA VINCI,Q,24
24Q068,20171122,91.37,Q068,P.S. 068 CAMBRIDGE,Q,24
24Q071,20171122,89.09,Q071,P.S. 071 FOREST,Q,24
24Q073,20171122,95.27,Q073,I.S. 73 THE FRANK SANSIVIERI INTERMEDI,Q,24
24Q077,20171122,89.57,Q077,I.S. 077,Q,24
24Q081,20171122,93.74,Q081,P.S. 81Q JEAN PAUL RICHTER,Q,24
24Q087,20171122,85.52,Q087,P.S. I.S. 087 MIDDLE VILLAGE,Q,24
24Q088,20171122,89.45,Q088,P.S. 088 SENECA,Q,24
24Q089,20171122,95.92,Q089,P.S. 089 ELMHURST,Q,24
24Q091,20171122,92.41,Q091,P.S. 091 RICHARD ARKWRIGHT,Q,24
24Q093,20171122,91.71,Q093,I.S. 093 RIDGEWOOD,Q,24
24Q102,20171122,94.64,Q102,P.S. 102 BAYVIEW,Q,24
24Q110,20171122,94.79,Q110,P.S. 110,Q,24
24Q113,20171122,92.97,Q113,P.S. I.S. 113 ANTHONY J. PRANZO,Q,24
24Q119,20171122,93.41,Q119,I.S. 119 THE GLENDALE,Q,24
24Q125,20171122,95.46,Q125,I.S. 125 THOM J. MCCANN WOODSIDE,Q,24
24Q128,20171122,92.14,Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VAL",Q,24
24Q143,20171122,93.61,Q143,P.S. 143 LOUIS ARMSTRONG,Q,24
24Q153,20171122,93.37,Q153,P.S. 153 MASPETH ELEM,Q,24
24Q199,20171122,91.83,Q199,P.S. 199 MAURICE A. FITZGERALD,Q,24
24Q211,20171122,94.96,Q211,ELM TREE ELEMENTARY SCHOOL,Q,24
24Q229,20171122,94.94,Q229,P.S. 229 EMANUEL KAPLAN,Q,24
24Q236,20171122,89.47,Q236,INTERNATIONAL HIGH SCHOOL FOR HEALTH SCI,Q,24
24Q239,20171122,92.34,Q239,P.S. 239,Q,24
24Q264,20171122,81.6,Q264,ACADEMY OF FINANCE AND ENTERPRISE,Q,24
24Q267,20171122,80.38,Q267,HIGH SCHOOL OF APPLIED COMMUNICATION,Q,24
24Q290,20171122,92.25,Q290,A.C.E. ACADEMY FOR SCHOLARS AT THE GERAL,Q,24
24Q293,20171122,85.33,Q293,CIVIC LEADERSHIP ACADEMY,Q,24
24Q296,20171122,85.31,Q296,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,Q,24
24Q299,20171122,94.38,Q299,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,Q,24
24Q305,20171122,92.67,Q305,LEARNERS AND LEADERS,Q,24
24Q307,20171122,96.46,Q307,PIONEER ACADEMY,Q,24
24Q311,20171122,96.44,Q311,CORONA ARTS SCIENCES ACADEMY,Q,24
24Q330,20171122,93.38,Q330,P.S. 330,Q,24
24Q331,20171122,83.67,Q331,MOSAIC PRE K CENTER,Q,24
24Q343,20171122,89.91,Q343,THE CHILDREN S LAB SCHOOL,Q,24
24Q455,20171122,71.19,Q455,NEWTOWN HIGH SCHOOL,Q,24
24Q485,20171122,73.03,Q485,GROVER CLEVELAND HIGH SCHOOL,Q,24
24Q520,20171122,91.36,Q520,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA,Q,24
24Q530,20171122,88.82,Q530,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA C,Q,24
24Q550,20171122,-1,Q550,HIGH SCHOOL FOR ARTS AND BUSINESS,Q,24
24Q560,20171122,90.28,Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL F",Q,24
24Q585,20171122,90.6,Q585,MASPETH HIGH SCHOOL,Q,24
24Q600,20171122,87.06,Q600,QUEENS VOCATIONAL AND TECHNICAL HIGH SCH,Q,24
24Q610,20171122,95.96,Q610,AVIATION CAREER TECHNICAL EDUCATION HI,Q,24
24Q744,20171122,59.19,Q744,VOYAGES PREPARATORY,Q,24
24Q877,20171122,97.96,Q877,THE 51 AVENUE ACADEMY THE PATH TO ACADE,Q,24
25Q020,20171122,96.42,Q020,P.S. 020 JOHN BOWNE,Q,25
25Q021,20171122,95.07,Q021,P.S. 021 EDWARD HART,Q,25
25Q022,20171122,95.26,Q022,P.S. 022 THOMAS JEFFERSON,Q,25
25Q024,20171122,97.17,Q024,P.S. 024 ANDREW JACKSON,Q,25
25Q025,20171122,96.41,Q025,I.S. 025 ADRIEN BLOCK,Q,25
25Q029,20171122,93.65,Q029,P.S. 029 QUEENS,Q,25
25Q032,20171122,95.31,Q032,P.S. 032 STATE STREET,Q,25
25Q079,20171122,94.52,Q079,P.S. 079 FRANCIS LEWIS,Q,25
25Q107,20171122,92.49,Q107,P.S. 107 THOMAS A DOOLEY,Q,25
25Q120,20171122,95.65,Q120,P.S. 120 QUEENS,Q,25
25Q129,20171122,94.32,Q129,P.S. 129 PATRICIA LARKIN,Q,25
25Q130,20171122,90.88,Q130,P.S. 130,Q,25
25Q154,20171122,93.79,Q154,P.S. 154 QUEENS,Q,25
25Q163,20171122,95.39,Q163,P.S. 163 FLUSHING HEIGHTS,Q,25
25Q164,20171122,90.97,Q164,P.S. 164 QUEENS VALLEY,Q,25
25Q165,20171122,90.61,Q165,P.S. 165 EDITH K. BERGTRAUM,Q,25
25Q169,20171122,91.47,Q169,P.S. 169 BAY TERRACE,Q,25
25Q184,20171122,93.94,Q184,P.S. 184 FLUSHING MANOR,Q,25
25Q185,20171122,95.26,Q185,J.H.S. 185 EDWARD BLEEKER,Q,25
25Q189,20171122,96.25,Q189,J.H.S. 189 DANIEL CARTER BEARD,Q,25
25Q193,20171122,93.51,Q193,P.S. 193 ALFRED J. KENNEDY,Q,25
25Q194,20171122,93.94,Q194,J.H.S. 194 WILLIAM CARR,Q,25
25Q200,20171122,90.01,Q200,P.S. M.S. 200 THE POMONOK SCHOOL STA,Q,25
25Q201,20171122,83.98,Q201,P.S. 201 THE DISCOVERY SCHOOL FOR INQUIR,Q,25
25Q209,20171122,95.35,Q209,P.S. 209 CLEARVIEW GARDENS,Q,25
25Q214,20171122,96.44,Q214,P.S. 214 CADWALLADER COLDEN,Q,25
25Q219,20171122,93.57,Q219,P.S. 219 PAUL KLAPPER,Q,25
25Q237,20171122,87.65,Q237,I.S. 237,Q,25
25Q240,20171122,86.65,Q240,VERITAS ACADEMY,Q,25
25Q241,20171122,91.01,Q241,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,Q,25
25Q242,20171122,94.13,Q242,P.S. 242 LEONARD P. STAVISKY EARLY CHILD,Q,25
25Q244,20171122,97.13,Q244,THE ACTIVE LEARNING ELEMENTARY SCHOOL,Q,25
25Q250,20171122,93.76,Q250,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY,Q,25
25Q252,20171122,91.13,Q252,"QUEENS SCHOOL OF INQUIRY, THE",Q,25
25Q263,20171122,84.56,Q263,FLUSHING INTERNATIONAL HIGH SCHOOL,Q,25
25Q281,20171122,95.06,Q281,EAST WEST SCHOOL OF INTERNATIONAL STUDIE,Q,25
25Q285,20171122,92.23,Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE,Q,25
25Q294,20171122,93.86,Q294,BELL ACADEMY,Q,25
25Q409,20171122,87.36,Q409,DISTRICT 25 PRE K CENTER,Q,25
25Q425,20171122,67.52,Q425,JOHN BOWNE HIGH SCHOOL,Q,25
25Q460,20171122,68.71,Q460,FLUSHING HIGH SCHOOL,Q,25
25Q499,20171122,93.67,Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIE",Q,25
25Q525,20171122,98.16,Q525,TOWNSEND HARRIS HIGH SCHOOL,Q,25
25Q540,20171122,25.74,Q540,QUEENS ACADEMY HIGH SCHOOL,Q,25
25Q670,20171122,80.29,Q670,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,Q,25
25Q792,20171122,31.7,Q792,NORTH QUEENS COMMUNITY HIGH SCHOOL,Q,25
26Q018,20171122,94.8,Q018,P.S. 018 WINCHESTER,Q,26
26Q026,20171122,93.9,Q026,P.S. 026 RUFUS KING,Q,26
26Q031,20171122,93.12,Q031,P.S. 031 BAYSIDE,Q,26
26Q041,20171122,94.44,Q041,P.S. 041 CROCHERON,Q,26
26Q046,20171122,94.77,Q046,P.S. 046 ALLEY POND,Q,26
26Q067,20171122,96.07,Q067,J.H.S. 067 LOUIS PASTEUR,Q,26
26Q074,20171122,96.89,Q074,J.H.S. 074 NATHANIEL HAWTHORNE,Q,26
26Q094,20171122,96.63,Q094,P.S. 094 DAVID D. PORTER,Q,26
26Q098,20171122,91,Q098,P.S. 098 THE DOUGLASTON SCHOOL,Q,26
26Q115,20171122,95.37,Q115,THE JAMES J. AMBROSE SCHOOL,Q,26
26Q133,20171122,95.83,Q133,P.S. 133 QUEENS,Q,26
26Q158,20171122,95,Q158,M.S. 158 MARIE CURIE,Q,26
26Q159,20171122,96.05,Q159,P.S. 159,Q,26
26Q162,20171122,96.6,Q162,P.S. 162 JOHN GOLDEN,Q,26
26Q172,20171122,95,Q172,IRWIN ALTMAN MIDDLE SCHOOL 172,Q,26
26Q173,20171122,95.68,Q173,P.S. 173 FRESH MEADOWS,Q,26
26Q178,20171122,94.74,Q178,P.S. IS 178 HOLLISWOOD,Q,26
26Q186,20171122,91.92,Q186,P.S. 186 CASTLEWOOD,Q,26
26Q188,20171122,94.41,Q188,P.S. 188 KINGSBURY,Q,26
26Q191,20171122,94.93,Q191,P.S. 191 MAYFLOWER,Q,26
26Q203,20171122,97.64,Q203,P.S. 203 OAKLAND GARDENS,Q,26
26Q205,20171122,95.07,Q205,P.S. 205 ALEXANDER GRAHAM BELL,Q,26
26Q213,20171122,94.83,Q213,P.S. 213 THE CARL ULLMAN SCHOOL,Q,26
26Q216,20171122,95.88,Q216,J.H.S. 216 GEORGE J. RYAN,Q,26
26Q221,20171122,94.72,Q221,P.S. 221 THE NORTH HILLS SCHOOL,Q,26
26Q266,20171122,94.44,Q266,P.S. I.S. 266,Q,26
26Q315,20171122,78.48,Q315,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH S,Q,26
26Q376,20171122,89.42,Q376,P.S. 376,Q,26
26Q415,20171122,85.64,Q415,BENJAMIN N. CARDOZO HIGH SCHOOL,Q,26
26Q430,20171122,85.6,Q430,FRANCIS LEWIS HIGH SCHOOL,Q,26
26Q435,20171122,78.51,Q435,MARTIN VAN BUREN HIGH SCHOOL,Q,26
26Q495,20171122,81.3,Q495,BAYSIDE HIGH SCHOOL,Q,26
26Q566,20171122,84.73,Q566,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL",Q,26
27Q042,20171122,74.5,Q042,P.S. M.S 042 R. VERNAM,Q,27
27Q043,20171122,78.82,Q043,P.S. 043,Q,27
27Q045,20171122,77.74,Q045,P.S. 045 CLARENCE WITHERSPOON,Q,27
27Q047,20171122,93.11,Q047,P.S. 047 CHRIS GALAS,Q,27
27Q051,20171122,87.19,Q051,P.S. 051,Q,27
27Q053,20171122,85.71,Q053,M.S. 053 BRIAN PICCOLO,Q,27
27Q056,20171122,92.44,Q056,P.S. 056 HARRY EICHLER,Q,27
27Q060,20171122,91.64,Q060,P.S. 060 WOODHAVEN,Q,27
27Q062,20171122,89.84,Q062,P. S. 62 CHESTER PARK SCHOOL,Q,27
27Q063,20171122,88.4,Q063,P.S. 063 OLD SOUTH,Q,27
27Q064,20171122,93.97,Q064,P.S. 064 JOSEPH P. ADDABBO,Q,27
27Q065,20171122,89.23,Q065,P.S. 65 THE RAYMOND YORK ELEMENTARY SC,Q,27
27Q066,20171122,90.28,Q066,P.S. 066 JACQUELINE KENNEDY ONASSIS,Q,27
27Q090,20171122,91.54,Q090,P.S. 090 HORACE MANN,Q,27
27Q096,20171122,91.77,Q096,P.S. 096,Q,27
27Q097,20171122,92.36,Q097,P.S. 097 FOREST PARK,Q,27
27Q100,20171122,91.01,Q100,P.S. 100 GLEN MORRIS,Q,27
27Q104,20171122,87.39,Q104,P.S. 104 THE BAYS WATER,Q,27
27Q105,20171122,81.24,Q105,P.S. 105 THE BAY SCHOOL,Q,27
27Q106,20171122,75.35,Q106,LIGHTHOUSE ELEMENTARY SCHOOL,Q,27
27Q108,20171122,91.51,Q108,P.S. 108 CAPTAIN VINCENT G. FOWLER,Q,27
27Q114,20171122,91.62,Q114,P.S. M.S. 114 BELLE HARBOR,Q,27
27Q123,20171122,86.47,Q123,P.S. 123,Q,27
27Q124,20171122,92.23,Q124,P.S. 124 OSMOND A CHURCH,Q,27
27Q137,20171122,91.56,Q137,M.S. 137 AMERICA S SCHOOL OF HEROES,Q,27
27Q146,20171122,90.81,Q146,P.S. 146 HOWARD BEACH,Q,27
27Q155,20171122,89.82,Q155,P.S. 155,Q,27
27Q183,20171122,82.35,Q183,P.S. 183 DR. RICHARD R. GREEN,Q,27
27Q197,20171122,87.12,Q197,P.S. 197 THE OCEAN SCHOOL,Q,27
27Q202,20171122,92.17,Q202,J.H.S. 202 ROBERT H. GODDARD,Q,27
27Q207,20171122,94.83,Q207,P.S. 207 ROCKWOOD PARK,Q,27
27Q210,20171122,91.03,Q210,J.H.S. 210 ELIZABETH BLACKWELL,Q,27
27Q223,20171122,86.94,Q223,P.S. 223 LYNDON B. JOHNSON,Q,27
27Q226,20171122,87.41,Q226,J.H.S. 226 VIRGIL I. GRISSOM,Q,27
27Q232,20171122,93.68,Q232,P.S. 232 LINDENWOOD,Q,27
27Q253,20171122,87.41,Q253,P.S. 253,Q,27
27Q254,20171122,89.11,Q254,P.S. 254 THE ROSA PARKS SCHOOL,Q,27
27Q260,20171122,61.9,Q260,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOO,Q,27
27Q261,20171122,47.31,Q261,VOYAGES PREP SOUTH QUEENS,Q,27
27Q262,20171122,89.53,Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,Q,27
27Q273,20171122,89.97,Q273,P.S. 273,Q,27
